# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 14 0 1 123 30 30060 4.09
32 32 14 0 2 186 30 30165 6.17
32 32 14 0 3 203 30 30295 6.70
32 32 14 0 4 212 30 30261 7.01
32 32 14 0 5 214 30 30418 7.04
32 32 14 0 6 215 30 30584 7.03
32 32 14 0 7 214 30 30476 7.02
32 32 14 0 8 214 30 30558 7.00
