# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 5  1 160
32 32 256 5  2 292
32 32 512 5  3 548
32 32 1024 5  5 1060
32 32 2048 5  7 2084
32 32 4096 5 11 4132
32 32 8192 5 20 8228
32 32 16384 5 39 16420
32 32 32768 5 81 32804
32 32 65535 5 161 65568
32 32 131072 5 335 131108
32 32 262144 5 682 262180
32 32 524288 5 1406 524324
32 32 1048576 5 2856 1048612
32 32 2097152 5 5792 2097188
