# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 6  3 104
32 32 5 6  5 260
32 32 6 6  7 520
32 32 7 6 12 1048
32 32 8 6 20 2108
32 32 9 6 39 3952
32 32 10 6 73 8176
32 32 11 6 147 16464
32 32 12 6 302 32832
32 32 13 6 605 65564
32 32 14 6 1220 131036
32 32 15 6 2452 262244
32 32 16 6 4932 524400
32 32 17 6 9851 1048436
32 32 18 6 19936 2097044
