# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 0 0  0 2176
32 32 1 0  0 2176
32 32 2 0  0 2176
32 32 3 0  1 2176
32 32 4 0  1 2176
32 32 5 0  2 2176
32 32 6 0  4 2176
32 32 7 0  9 2176
32 32 8 0 19 2176
32 32 9 0 37 2944
32 32 10 0 87 3392
32 32 11 0 182 4224
32 32 12 0 358 6400
32 32 13 0 875 10624
32 32 14 0 2841 19008
32 32 15 0 7941 35456
32 32 16 0 22317 68224
