# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 128 2 1 133201 30 30000 4440.00
32 32 128 2 2 217406 30 30000 7246.78
32 32 128 2 3 209541 30 30001 6984.58
32 32 128 2 4 221218 30 30001 7373.80
32 32 128 2 5 221619 30 30001 7387.13
32 32 128 2 6 219586 30 30001 7319.32
32 32 128 2 7 222469 30 30001 7415.42
32 32 128 2 8 224291 30 30001 7476.13
