# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 11 1 1 7244 60 60003 120.73
32 32 11 1 2 14474 60 60004 241.22
32 32 11 1 3 21705 60 60007 361.71
32 32 11 1 4 28500 60 60008 474.94
32 32 11 1 5 36195 60 60008 603.17
32 32 11 1 6 42683 60 60008 711.29
32 32 11 1 7 50163 60 60008 835.94
32 32 11 1 8 57309 60 60007 955.04
