# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 3  1 1
32 32 256 3  2 1856
32 32 512 3  4 1856
32 32 1024 3  8 2496
32 32 2048 3 15 2496
32 32 4096 3 30 2496
32 32 8192 3 61 6720
32 32 16384 3 122 15168
32 32 32768 3 248 32064
32 32 65535 3 512 65856
32 32 131072 3 1030 132992
32 32 262144 3 2081 264128
32 32 524288 3 4227 526208
32 32 1048576 3 8517 1050496
32 32 2097152 3 17262 2099072
