# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 3 30 1
32 32 256 3 55 1920
32 32 512 3 106 1920
32 32 1024 3 209 2496
32 32 2048 3 422 2496
32 32 4096 3 838 3520
32 32 8192 3 1681 10176
32 32 16384 3 3399 18368
32 32 32768 3 6996 34752
32 32 65535 3 13770 67456
32 32 131072 3 29136 133056
32 32 262144 3 59409 264128
32 32 524288 3 125546 526272
32 32 1048576 3 278254 1050560
32 32 2097152 3 556430 2099136
