# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 4  2 1284
32 32 256 4  4 1284
32 32 512 4  7 1664
32 32 1024 4 12 2228
32 32 2048 4 20 3188
32 32 4096 4 33 5264
32 32 8192 4 65 9224
32 32 16384 4 132 17392
32 32 32768 4 268 33784
32 32 65535 4 536 66584
32 32 131072 4 1093 132348
32 32 262144 4 2212 263232
32 32 524288 4 4501 525384
32 32 1048576 4 9020 1049680
