# in_len out_len m_cost t_cost time[ms] memory[kB]
# ERROR 32 32 100 0
32 32 100 1000 1501 3368
32 32 100 2000 3031 3312
32 32 100 3000 4467 3352
32 32 100 4000 5955 3368
32 32 100 5000 7434 3372
32 32 100 6000 8931 3312
32 32 100 7000 10414 3312
32 32 100 8000 11957 3368
32 32 100 9000 13412 3368
32 32 100 10000 14871 3304
32 32 100 11000 16376 3368
32 32 100 12000 17855 3336
32 32 100 13000 19325 3372
32 32 100 14000 20828 3312
32 32 100 15000 22325 3336
32 32 100 16000 23814 3360
32 32 100 17000 25300 3312
32 32 100 18000 26795 3312
32 32 100 19000 28280 3312
32 32 100 20000 29747 3320
