# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 500 0  1 1756
32 32 500 10  3 1636
32 32 500 20  5 1704
32 32 500 30  8 1684
32 32 500 40 10 1744
32 32 500 50 13 1776
32 32 500 60 15 1744
32 32 500 70 17 1760
32 32 500 80 20 1692
32 32 500 90 22 1760
32 32 500 100 25 1760
32 32 500 110 28 1772
32 32 500 120 30 1640
32 32 500 130 33 1724
32 32 500 140 36 1636
32 32 500 150 39 1724
32 32 500 160 42 1692
32 32 500 170 44 1768
32 32 500 180 47 1668
32 32 500 190 49 1744
32 32 500 200 51 1772
32 32 500 210 55 1724
32 32 500 220 57 1776
32 32 500 230 60 1724
32 32 500 240 61 1724
32 32 500 250 64 1744
