# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 5 1 1 21828 10 10000 2182.77
32 32 5 1 2 88312 10 10000 8831.00
32 32 5 1 3 132114 10 10000 13210.95
32 32 5 1 4 176092 10 10000 17608.64
32 32 5 1 5 217275 10 10000 21726.84
32 32 5 1 6 260197 10 10000 26018.79
32 32 5 1 7 300226 10 10000 30021.54
32 32 5 1 8 339476 10 10000 33946.18
32 32 5 1 9 366410 10 10000 36639.21
32 32 5 1 10 374844 10 10001 37481.21
32 32 5 1 11 415405 10 10001 41537.83
32 32 5 1 12 418496 10 10001 41846.75
32 32 5 1 13 439219 10 10001 43917.35
32 32 5 1 14 466340 10 10001 46630.06
32 32 5 1 15 468247 10 10001 46820.24
32 32 5 1 16 495023 10 10001 49499.22
32 32 5 1 17 541353 10 10001 54130.83
32 32 5 1 18 543545 10 10001 54349.19
32 32 5 1 19 511670 10 10001 51162.29
32 32 5 1 20 542698 10 10001 54264.27
32 32 5 1 21 559060 10 10001 55899.14
32 32 5 1 22 521521 10 10001 52148.10
32 32 5 1 23 520935 10 10001 52086.85
32 32 5 1 24 475022 10 10001 47496.85
32 32 5 1 25 548700 10 10001 54863.18
32 32 5 1 26 570490 10 10001 57042.96
32 32 5 1 27 569680 10 10001 56960.43
32 32 5 1 28 539969 10 10001 53989.86
32 32 5 1 29 541875 10 10001 54181.62
32 32 5 1 30 547952 10 10002 54786.89
32 32 5 1 31 516244 10 10001 51617.29
32 32 5 1 32 557010 10 10001 55693.34
32 32 5 1 33 558542 10 10001 55848.89
32 32 5 1 34 551446 10 10001 55137.65
32 32 5 1 35 520829 10 10001 52076.90
32 32 5 1 36 509511 10 10001 50945.66
32 32 5 1 37 516312 10 10001 51623.56
32 32 5 1 38 516646 10 10001 51657.36
32 32 5 1 39 490287 10 10001 49021.44
32 32 5 1 40 515943 10 10002 51586.00
32 32 5 1 41 535287 10 10001 53521.86
32 32 5 1 42 492623 10 10001 49257.25
32 32 5 1 43 506148 10 10001 50608.85
32 32 5 1 44 473830 10 10001 47376.76
32 32 5 1 45 455510 10 10001 45545.47
32 32 5 1 46 467351 10 10001 46729.63
32 32 5 1 47 477401 10 10001 47733.47
32 32 5 1 48 448859 10 10001 44880.79
32 32 5 1 49 458152 10 10001 45808.75
32 32 5 1 50 452518 10 10001 45245.82
32 32 5 1 51 461207 10 10001 46115.12
32 32 5 1 52 434188 10 10001 43412.83
32 32 5 1 53 423497 10 10002 42343.07
32 32 5 1 54 430903 10 10002 43083.45
32 32 5 1 55 434024 10 10002 43395.69
32 32 5 1 56 421044 10 10001 42098.23
32 32 5 1 57 418163 10 10001 41810.33
32 32 5 1 58 414819 10 10002 41473.10
32 32 5 1 59 418385 10 10001 41832.24
32 32 5 1 60 414330 10 10001 41427.00
32 32 5 1 61 409333 10 10002 40926.69
32 32 5 1 62 403700 10 10002 40363.76
32 32 5 1 63 413598 10 10002 41352.18
32 32 5 1 64 400403 10 10002 40033.48
32 32 5 1 65 403484 10 10002 40341.60
32 32 5 1 66 392700 10 10002 39262.88
32 32 5 1 67 391007 10 10002 39093.66
32 32 5 1 68 402090 10 10002 40201.67
32 32 5 1 69 387460 10 10002 38739.33
32 32 5 1 70 382176 10 10002 38211.14
32 32 5 1 71 386050 10 10002 38598.35
32 32 5 1 72 384058 10 10002 38398.54
32 32 5 1 73 381396 10 10002 38132.59
32 32 5 1 74 380842 10 10002 38077.11
32 32 5 1 75 376875 10 10002 37679.31
32 32 5 1 76 374257 10 10002 37418.97
32 32 5 1 77 371389 10 10002 37132.30
32 32 5 1 78 372368 10 10002 37229.53
32 32 5 1 79 370737 10 10002 37065.69
32 32 5 1 80 368824 10 10002 36875.46
32 32 5 1 81 365484 10 10002 36541.45
32 32 5 1 82 367091 10 10002 36701.38
