# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 2  1 180
32 32 256 2  3 312
32 32 512 2  7 568
32 32 1024 2 12 1080
32 32 2048 2 15 2108
32 32 4096 2 25 4152
32 32 8192 2 57 8248
32 32 16384 2 160 16440
32 32 32768 2 384 32824
32 32 65535 2 830 65588
32 32 131072 2 1750 131128
32 32 262144 2 3554 262200
32 32 524288 2 7175 524344
32 32 1048576 2 14538 1048632
32 32 2097152 2 29885 2097212
