# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 3  1 100
32 32 5 3  1 260
32 32 6 3  3 520
32 32 7 3  5 1048
32 32 8 3  6 2108
32 32 9 3 12 3956
32 32 10 3 21 8180
32 32 11 3 39 16460
32 32 12 3 79 32828
32 32 13 3 161 65568
32 32 14 3 323 131040
32 32 15 3 652 262244
32 32 16 3 1326 524400
32 32 17 3 2644 1048436
32 32 18 3 5392 2097044
