# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 2  0 464
32 32 256 2  1 472
32 32 512 2  4 732
32 32 1024 2  7 1264
32 32 2048 2 10 2316
32 32 4096 2 16 4424
32 32 8192 2 30 8392
32 32 16384 2 61 16572
32 32 32768 2 126 32944
32 32 65535 2 248 65676
32 32 131072 2 498 131408
32 32 262144 2 1006 262356
32 32 524288 2 2039 524508
32 32 1048576 2 4037 1048816
32 32 2097152 2 8123 2097424
