# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 7 0 1 218 10 10026 21.74
32 32 7 0 2 590 10 10017 58.90
32 32 7 0 3 883 10 10015 88.17
32 32 7 0 4 1179 10 10034 117.50
32 32 7 0 5 1471 10 10018 146.83
32 32 7 0 6 1760 10 10017 175.70
32 32 7 0 7 2057 10 10033 205.02
32 32 7 0 8 2341 10 10030 233.40
32 32 7 0 9 2618 10 10033 260.95
32 32 7 0 10 2927 10 10032 291.78
32 32 7 0 11 3153 10 10033 314.25
32 32 7 0 12 3444 10 10032 343.29
32 32 7 0 13 3662 10 10034 364.96
32 32 7 0 14 3940 10 10034 392.68
32 32 7 0 15 4160 10 10034 414.60
32 32 7 0 16 4401 10 10033 438.65
32 32 7 0 17 4557 10 10033 454.18
32 32 7 0 18 4865 10 10031 484.98
32 32 7 0 19 5123 10 10032 510.67
32 32 7 0 20 5519 10 10034 550.03
32 32 7 0 21 5631 10 10032 561.33
32 32 7 0 22 5664 10 10035 564.42
32 32 7 0 23 5875 10 10033 585.56
32 32 7 0 24 6267 10 10033 624.61
32 32 7 0 25 6276 10 10078 622.71
32 32 7 0 26 6488 10 10040 646.21
32 32 7 0 27 6679 10 10038 665.38
32 32 7 0 28 6850 10 10039 682.36
32 32 7 0 29 7056 10 10036 703.10
32 32 7 0 30 7173 10 10037 714.65
32 32 7 0 31 7089 10 10112 701.04
32 32 7 0 32 7506 10 10036 747.91
32 32 7 0 33 7731 10 10035 770.37
32 32 7 0 34 7447 10 10038 741.85
32 32 7 0 35 7935 10 10039 790.44
32 32 7 0 36 8173 10 10047 813.44
32 32 7 0 37 8235 10 10037 820.48
32 32 7 0 38 8345 10 10038 831.31
32 32 7 0 39 8563 10 10038 853.05
32 32 7 0 40 8545 10 10079 847.78
32 32 7 0 41 8792 10 10050 874.86
32 32 7 0 42 8933 10 10035 890.21
32 32 7 0 43 9071 10 10087 899.30
32 32 7 0 44 9128 10 10038 909.34
32 32 7 0 45 9319 10 10038 928.37
32 32 7 0 46 9371 10 10046 932.85
32 32 7 0 47 9414 10 10039 937.78
32 32 7 0 48 9421 10 10057 936.75
32 32 7 0 49 9905 10 10047 985.88
32 32 7 0 50 9671 10 10049 962.41
32 32 7 0 51 9851 10 10047 980.45
32 32 7 0 52 10473 10 10087 1038.31
32 32 7 0 53 10407 10 10089 1031.48
32 32 7 0 54 10697 10 10038 1065.65
32 32 7 0 55 10883 10 10047 1083.19
32 32 7 0 56 10620 10 10043 1057.40
32 32 7 0 57 10340 10 10047 1029.12
32 32 7 0 58 11070 10 10090 1097.15
32 32 7 0 59 10935 10 10050 1088.06
32 32 7 0 60 11245 10 10046 1119.37
32 32 7 0 61 11518 10 10052 1145.83
32 32 7 0 62 11465 10 10087 1136.65
32 32 7 0 63 11627 10 10045 1157.48
32 32 7 0 64 10977 10 10078 1089.22
32 32 7 0 65 11899 10 10057 1183.21
32 32 7 0 66 11485 10 10082 1139.11
32 32 7 0 67 12053 10 10049 1199.39
32 32 7 0 68 11682 10 10093 1157.47
32 32 7 0 69 12160 10 10077 1206.67
32 32 7 0 70 12123 10 10112 1198.86
32 32 7 0 71 12429 10 10067 1234.63
32 32 7 0 72 12029 10 10090 1192.23
32 32 7 0 73 11811 10 10076 1172.18
32 32 7 0 74 12329 10 10069 1224.41
32 32 7 0 75 12588 10 10060 1251.29
32 32 7 0 76 12703 10 10069 1261.65
32 32 7 0 77 13070 10 10090 1295.29
32 32 7 0 78 12780 10 10081 1267.72
32 32 7 0 79 12693 10 10083 1258.87
32 32 7 0 80 13190 10 10046 1312.95
32 32 7 0 81 12652 10 10052 1258.62
32 32 7 0 82 13513 10 10082 1340.31
32 32 7 0 83 13641 10 10081 1353.17
32 32 7 0 84 13523 10 10060 1344.20
