# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 14 1 1 71 10 10061 7.06
32 32 14 1 2 244 10 10046 24.29
32 32 14 1 3 366 10 10067 36.36
32 32 14 1 4 488 10 10068 48.47
32 32 14 1 5 610 10 10068 60.59
32 32 14 1 6 727 10 10049 72.35
32 32 14 1 7 848 10 10069 84.22
32 32 14 1 8 960 10 10072 95.31
32 32 14 1 9 1074 10 10071 106.65
32 32 14 1 10 1196 10 10074 118.72
32 32 14 1 11 1297 10 10064 128.88
32 32 14 1 12 1379 10 10079 136.82
32 32 14 1 13 1510 10 10082 149.77
32 32 14 1 14 1590 10 10078 157.77
32 32 14 1 15 1671 10 10077 165.83
32 32 14 1 16 1772 10 10080 175.80
32 32 14 1 17 1854 10 10077 183.98
32 32 14 1 18 1832 10 10081 181.73
32 32 14 1 19 2011 10 10073 199.64
32 32 14 1 20 2191 10 10069 217.60
32 32 14 1 21 2238 10 10081 222.00
32 32 14 1 22 2175 10 10092 215.51
32 32 14 1 23 2235 10 10118 220.90
32 32 14 1 24 2231 10 10110 220.67
32 32 14 1 25 2441 10 10089 241.95
32 32 14 1 26 2375 10 10096 235.25
32 32 14 1 27 2631 10 10095 260.63
32 32 14 1 28 2493 10 10104 246.74
32 32 14 1 29 2514 10 10091 249.12
32 32 14 1 30 2688 10 10084 266.56
32 32 14 1 31 2666 10 10107 263.78
32 32 14 1 32 2798 10 10114 276.66
32 32 14 1 33 2765 10 10096 273.88
32 32 14 1 34 2815 10 10091 278.96
32 32 14 1 35 3002 10 10093 297.42
32 32 14 1 36 3011 10 10093 298.31
32 32 14 1 37 3012 10 10092 298.45
32 32 14 1 38 2912 10 10103 288.22
32 32 14 1 39 3140 10 10093 311.10
32 32 14 1 40 3019 10 10275 293.81
32 32 14 1 41 2967 10 10101 293.74
32 32 14 1 42 3141 10 10291 305.23
32 32 14 1 43 3041 10 10182 298.67
32 32 14 1 44 3202 10 10129 316.12
32 32 14 1 45 3232 10 10122 319.30
32 32 14 1 46 3398 10 10154 334.64
32 32 14 1 47 3252 10 10165 319.92
32 32 14 1 48 3335 10 10113 329.77
32 32 14 1 49 3276 10 10271 318.96
32 32 14 1 50 3298 10 10127 325.65
32 32 14 1 51 3293 10 10258 321.02
32 32 14 1 52 3414 10 10248 333.13
32 32 14 1 53 3510 10 10208 343.84
32 32 14 1 54 3528 10 10138 348.00
32 32 14 1 55 3586 10 10231 350.51
32 32 14 1 56 3655 10 10133 360.71
32 32 14 1 57 3507 10 10140 345.84
32 32 14 1 58 3589 10 10169 352.93
32 32 14 1 59 3682 10 10179 361.72
32 32 14 1 60 3699 10 10184 363.23
32 32 14 1 61 3596 10 10275 349.99
32 32 14 1 62 3717 10 10146 366.35
32 32 14 1 63 3727 10 10272 362.83
32 32 14 1 64 3794 10 10138 374.25
32 32 14 1 65 3781 10 10129 373.27
32 32 14 1 66 3687 10 10241 360.02
32 32 14 1 67 3724 10 10243 363.55
32 32 14 1 68 3756 10 10146 370.18
32 32 14 1 69 3810 10 10238 372.14
32 32 14 1 70 3734 10 10230 364.99
32 32 14 1 71 3792 10 10173 372.75
32 32 14 1 72 3772 10 10195 370.00
32 32 14 1 73 3842 10 10256 374.61
32 32 14 1 74 3807 10 10322 368.81
32 32 14 1 75 3878 10 10160 381.69
32 32 14 1 76 3897 10 10170 383.18
32 32 14 1 77 3909 10 10235 381.92
32 32 14 1 78 3868 10 10199 379.24
32 32 14 1 79 3848 10 10155 378.93
32 32 14 1 80 3830 10 10302 371.79
32 32 14 1 81 3970 10 10236 387.83
32 32 14 1 82 3975 10 10193 389.99
32 32 14 1 83 3924 10 10148 386.67
32 32 14 1 84 4000 10 10239 390.66
32 32 14 1 85 4020 10 10292 390.60
32 32 14 1 86 3991 10 10241 389.72
32 32 14 1 87 3978 10 10298 386.29
32 32 14 1 88 3958 10 10241 386.50
32 32 14 1 89 3345 10 10214 327.49
32 32 14 1 90 4024 10 10219 393.77
32 32 14 1 91 3979 10 10235 388.78
32 32 14 1 92 3986 10 10233 389.52
32 32 14 1 93 3980 10 10249 388.33
32 32 14 1 94 3911 10 10312 379.25
32 32 14 1 95 3991 10 10311 387.06
32 32 14 1 96 3734 10 10224 365.23
32 32 14 1 97 4024 10 10260 392.19
32 32 14 1 98 3950 10 10234 385.96
32 32 14 1 99 3986 10 10245 389.06
32 32 14 1 100 3925 10 10273 382.07
32 32 14 1 101 3962 10 10297 384.79
32 32 14 1 102 3828 10 10277 372.49
32 32 14 1 103 3984 10 10198 390.66
32 32 14 1 104 3960 10 10241 386.67
32 32 14 1 105 3930 10 10258 383.12
32 32 14 1 106 3927 10 10233 383.75
32 32 14 1 107 3692 10 10259 359.88
32 32 14 1 108 3925 10 10245 383.13
32 32 14 1 109 3894 10 10315 377.51
32 32 14 1 110 3956 10 10267 385.32
32 32 14 1 111 3956 10 10371 381.45
32 32 14 1 112 3474 10 10272 338.21
32 32 14 1 113 3952 10 10197 387.56
32 32 14 1 114 3954 10 10238 386.19
32 32 14 1 115 3962 10 10309 384.31
32 32 14 1 116 3943 10 10282 383.49
32 32 14 1 117 3905 10 10223 382.00
32 32 14 1 118 3855 10 10315 373.74
32 32 14 1 119 3538 10 10300 343.50
32 32 14 1 120 3753 10 10255 365.96
32 32 14 1 121 3938 10 10261 383.77
32 32 14 1 122 3928 10 10240 383.59
32 32 14 1 123 3939 10 10270 383.56
32 32 14 1 124 3069 10 10321 297.34
32 32 14 1 125 3855 10 10276 375.13
32 32 14 1 126 3917 10 10295 380.49
32 32 14 1 127 3892 10 10254 379.55
32 32 14 1 128 3890 10 10275 378.59
32 32 14 1 129 3922 10 10269 381.91
32 32 14 1 130 3877 10 10291 376.72
32 32 14 1 131 3882 10 10280 377.62
32 32 14 1 132 3888 10 10317 376.87
32 32 14 1 133 3821 10 10310 370.61
32 32 14 1 134 3866 10 10306 375.14
32 32 14 1 135 3857 10 10299 374.51
32 32 14 1 136 3873 10 10302 375.95
32 32 14 1 137 3874 10 10278 376.93
32 32 14 1 138 3864 10 10317 374.52
32 32 14 1 139 3897 10 10310 377.99
32 32 14 1 140 3853 10 10281 374.75
32 32 14 1 141 3730 10 10341 360.70
32 32 14 1 142 3816 10 10342 369.00
32 32 14 1 143 3811 10 10315 369.45
32 32 14 1 144 3809 10 10304 369.66
32 32 14 1 145 3761 10 10331 364.04
32 32 14 1 146 3387 10 10342 327.51
32 32 14 1 147 3232 10 10372 311.62
32 32 14 1 148 3267 10 10356 315.48
32 32 14 1 149 3778 10 10327 365.84
32 32 14 1 150 3763 10 10344 363.77
32 32 14 1 151 3796 10 10355 366.59
32 32 14 1 152 3610 10 10358 348.53
32 32 14 1 153 3762 10 10337 363.92
32 32 14 1 154 3687 10 10360 355.89
32 32 14 1 155 3739 10 10286 363.51
32 32 14 1 156 3705 10 10315 359.17
32 32 14 1 157 3745 10 10282 364.23
32 32 14 1 158 3625 10 10306 351.73
32 32 14 1 159 3734 10 10327 361.58
32 32 14 1 160 3738 10 10329 361.88
