# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 5 5  0 1
32 32 11 5  1 1216
32 32 21 5  2 1480
32 32 43 5  4 2044
32 32 85 5  7 3044
32 32 171 5 15 5220
32 32 341 5 30 9140
32 32 683 5 65 17360
32 32 1365 5 124 33672
32 32 2731 5 255 66408
32 32 5461 5 514 132164
32 32 10923 5 1028 263080
32 32 21845 5 2059 525556
32 32 43691 5 4115 1049848
32 32 87381 5 8957 2098680
