# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 5 5  0 1
32 32 11 5  1 1196
32 32 21 5  1 1460
32 32 43 5  2 2032
32 32 85 5  4 3048
32 32 171 5  8 5160
32 32 341 5 17 9156
32 32 683 5 37 17304
32 32 1365 5 78 33696
32 32 2731 5 161 66464
32 32 5461 5 324 132132
32 32 10923 5 651 263128
32 32 21845 5 1307 525536
32 32 43691 5 2612 1049832
32 32 87381 5 5296 2098740
