# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 131072 2 1 249 60 60050 4.15
32 32 131072 2 2 602 60 60156 10.01
32 32 131072 2 3 711 60 60131 11.82
32 32 131072 2 4 810 60 60193 13.46
32 32 131072 2 5 809 60 60201 13.44
32 32 131072 2 6 811 60 60256 13.46
32 32 131072 2 7 811 60 60379 13.43
32 32 131072 2 8 812 60 60368 13.45
