# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 2  1 1368
32 32 256 2  3 1296
32 32 512 2  5 1664
32 32 1024 2  9 2080
32 32 2048 2 14 3284
32 32 4096 2 23 5332
32 32 8192 2 58 9228
32 32 16384 2 70 17536
32 32 32768 2 139 33904
32 32 65535 2 277 66532
32 32 131072 2 563 132216
32 32 262144 2 1127 263176
32 32 524288 2 2286 525412
32 32 1048576 2 4661 1049632
32 32 2097152 2 9218 2098384
