32 32 15 0 47 439
32 32 15 100000 39 418
32 32 15 200000 42 391
32 32 15 300000 51 447
32 32 15 400000 59 415
32 32 15 500000 68 416
32 32 15 600000 77 444
32 32 15 700000 86 460
32 32 15 800000 95 450
32 32 15 900000 103 438
32 32 15 1000000 112 427
32 32 15 1100000 121 419
32 32 15 1200000 130 400
32 32 15 1300000 138 390
32 32 15 1400000 147 439
32 32 15 1500000 156 420
32 32 15 1600000 165 438
32 32 15 1700000 174 450
32 32 15 1800000 182 448
32 32 15 1900000 191 439
32 32 15 2000000 200 451
32 32 15 2100000 209 400
32 32 15 2200000 217 427
32 32 15 2300000 226 439
32 32 15 2400000 235 426
32 32 15 2500000 244 447
32 32 15 2600000 252 439
32 32 15 2700000 261 424
32 32 15 2800000 270 446
32 32 15 2900000 279 444
32 32 15 3000000 287 400
32 32 15 3100000 296 426
32 32 15 3200000 305 420
32 32 15 3300000 314 426
32 32 15 3400000 323 448
32 32 15 3500000 331 419
32 32 15 3600000 340 459
32 32 15 3700000 349 460
32 32 15 3800000 358 460
32 32 15 3900000 366 424
32 32 15 4000000 375 451
32 32 15 4100000 386 444
32 32 15 4200000 393 444
32 32 15 4300000 402 419
32 32 15 4400000 410 400
32 32 15 4500000 419 459
32 32 15 4600000 428 419
32 32 15 4700000 438 448
32 32 15 4800000 446 426
32 32 15 4900000 454 451
32 32 15 5000000 465 415
32 32 15 5100000 472 448
32 32 15 5200000 481 438
32 32 15 5300000 489 448
32 32 15 5400000 498 419
32 32 15 5500000 507 447
32 32 15 5600000 532 419
32 32 15 5700000 524 438
32 32 15 5800000 533 419
32 32 15 5900000 542 426
32 32 15 6000000 551 451
32 32 15 6100000 559 460
32 32 15 6200000 569 419
32 32 15 6300000 577 423
32 32 15 6400000 586 450
32 32 15 6500000 595 422
32 32 15 6600000 604 438
32 32 15 6700000 641 450
32 32 15 6800000 621 460
32 32 15 6900000 630 438
32 32 15 7000000 639 448
32 32 15 7100000 647 450
32 32 15 7200000 656 444
32 32 15 7300000 665 400
32 32 15 7400000 674 422
32 32 15 7500000 682 418
32 32 15 7600000 691 444
32 32 15 7700000 700 390
32 32 15 7800000 709 416
32 32 15 7900000 718 451
32 32 15 8000000 727 439
32 32 15 8100000 735 390
32 32 15 8200000 744 423
32 32 15 8300000 754 419
32 32 15 8400000 761 448
32 32 15 8500000 772 438
32 32 15 8600000 779 426
32 32 15 8700000 787 419
32 32 15 8800000 839 459
32 32 15 8900000 805 438
32 32 15 9000000 814 439
32 32 15 9100000 823 438
32 32 15 9200000 831 416
32 32 15 9300000 841 416
32 32 15 9400000 849 418
32 32 15 9500000 860 390
32 32 15 9600000 866 419
32 32 15 9700000 877 419
32 32 15 9800000 884 439
32 32 15 9900000 893 400
32 32 15 10000000 901 450
