32 32 10 0 80 636
32 32 10 1 91 697
32 32 10 2 147 582
32 32 10 3 176 697
32 32 10 4 234 695
32 32 10 5 292 636
32 32 10 6 351 582
32 32 10 7 407 701
32 32 10 8 466 692
32 32 10 9 523 612
32 32 10 10 580 717
32 32 10 11 639 697
32 32 10 12 697 697
32 32 10 13 754 636
32 32 10 14 812 692
32 32 10 15 869 636
32 32 10 16 928 695
32 32 10 17 1005 612
32 32 10 18 1044 697
32 32 10 19 1104 697
32 32 10 20 1158 612
32 32 10 21 1220 735
32 32 10 22 1300 713
32 32 10 23 1369 636
32 32 10 24 1408 587
32 32 10 25 1448 697
32 32 10 26 1506 713
32 32 10 27 1564 695
32 32 10 28 1630 716
32 32 10 29 1678 587
32 32 10 30 1737 636
