# ERROR 32 32 10 0
32 32 10 500 56 1548
32 32 10 1000 73 1531
32 32 10 1500 103 1532
32 32 10 2000 136 1586
32 32 10 2500 169 1534
32 32 10 3000 200 1548
32 32 10 3500 233 1547
32 32 10 4000 267 1587
32 32 10 4500 294 1586
32 32 10 5000 326 1535
32 32 10 5500 359 1534
32 32 10 6000 394 1588
32 32 10 6500 423 1586
32 32 10 7000 456 1534
32 32 10 7500 493 1588
32 32 10 8000 531 1558
32 32 10 8500 557 1548
32 32 10 9000 581 1587
32 32 10 9500 626 1548
32 32 10 10000 650 1588
32 32 10 10500 680 1556
32 32 10 11000 715 1548
32 32 10 11500 757 1534
32 32 10 12000 784 1587
32 32 10 12500 811 1583
32 32 10 13000 854 1586
32 32 10 13500 876 1548
32 32 10 14000 903 1548
32 32 10 14500 935 1548
32 32 10 15000 994 1535
32 32 10 15500 1008 1535
32 32 10 16000 1054 1531
32 32 10 16500 1087 1587
32 32 10 17000 1104 1535
32 32 10 17500 1128 1584
32 32 10 18000 1160 1548
32 32 10 18500 1189 1588
32 32 10 19000 1226 1588
32 32 10 19500 1267 1586
32 32 10 20000 1293 1548
