32 32 100000 0 65 495
32 32 100000 10000 40 510
32 32 100000 20000 48 506
32 32 100000 30000 49 496
32 32 100000 40000 58 548
32 32 100000 50000 69 504
32 32 100000 60000 68 511
32 32 100000 70000 78 547
32 32 100000 80000 80 504
32 32 100000 90000 87 520
32 32 100000 100000 97 506
32 32 100000 110000 97 498
32 32 100000 120000 107 523
32 32 100000 130000 107 548
32 32 100000 140000 117 550
32 32 100000 150000 126 504
32 32 100000 160000 126 523
32 32 100000 170000 136 506
32 32 100000 180000 136 491
32 32 100000 190000 148 495
32 32 100000 200000 155 498
32 32 100000 210000 156 488
32 32 100000 220000 165 504
32 32 100000 230000 176 547
32 32 100000 240000 175 520
32 32 100000 250000 185 547
32 32 100000 260000 189 503
32 32 100000 270000 194 487
32 32 100000 280000 204 496
32 32 100000 290000 204 506
32 32 100000 300000 214 506
32 32 100000 310000 214 487
32 32 100000 320000 223 547
32 32 100000 330000 233 547
32 32 100000 340000 233 496
32 32 100000 350000 243 523
32 32 100000 360000 243 498
32 32 100000 370000 253 511
32 32 100000 380000 264 546
32 32 100000 390000 263 548
32 32 100000 400000 272 504
32 32 100000 410000 282 498
32 32 100000 420000 288 496
32 32 100000 430000 291 547
32 32 100000 440000 291 523
32 32 100000 450000 301 523
32 32 100000 460000 311 546
32 32 100000 470000 333 488
32 32 100000 480000 322 567
32 32 100000 490000 321 488
32 32 100000 500000 330 504
32 32 100000 510000 341 550
32 32 100000 520000 341 548
32 32 100000 530000 351 546
32 32 100000 540000 351 568
32 32 100000 550000 361 492
32 32 100000 560000 369 495
32 32 100000 570000 370 548
32 32 100000 580000 379 547
32 32 100000 590000 389 547
32 32 100000 600000 389 520
32 32 100000 610000 408 504
32 32 100000 620000 398 495
32 32 100000 630000 408 496
32 32 100000 640000 418 548
32 32 100000 650000 427 496
32 32 100000 660000 428 498
32 32 100000 670000 437 495
32 32 100000 680000 438 524
32 32 100000 690000 449 488
32 32 100000 700000 457 486
32 32 100000 710000 467 496
32 32 100000 720000 457 498
32 32 100000 730000 467 511
32 32 100000 740000 477 522
32 32 100000 750000 478 488
32 32 100000 760000 486 495
32 32 100000 770000 497 495
32 32 100000 780000 546 548
32 32 100000 790000 506 547
32 32 100000 800000 507 488
32 32 100000 810000 527 503
32 32 100000 820000 527 488
32 32 100000 830000 526 547
32 32 100000 840000 536 550
32 32 100000 850000 556 488
32 32 100000 860000 545 548
32 32 100000 870000 556 491
32 32 100000 880000 555 547
32 32 100000 890000 566 488
32 32 100000 900000 564 495
32 32 100000 910000 578 546
32 32 100000 920000 596 495
32 32 100000 930000 584 548
32 32 100000 940000 595 547
32 32 100000 950000 593 495
32 32 100000 960000 603 495
32 32 100000 970000 613 547
32 32 100000 980000 615 567
32 32 100000 990000 628 547
32 32 100000 1000000 634 548
32 32 100000 1010000 634 510
32 32 100000 1020000 642 523
32 32 100000 1030000 644 491
32 32 100000 1040000 654 568
