# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 1024 2 1 344 30 30078 11.44
32 32 1024 2 2 717 30 30078 23.84
32 32 1024 2 3 1050 30 30083 34.90
32 32 1024 2 4 1358 30 30067 45.17
32 32 1024 2 5 1380 30 30084 45.87
32 32 1024 2 6 1426 30 30135 47.32
32 32 1024 2 7 1450 30 30106 48.16
32 32 1024 2 8 1485 30 30141 49.27
