# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 1024 2 1 5407 30 30000 180.23
32 32 1024 2 2 11197 30 30005 373.17
32 32 1024 2 3 16497 30 30004 549.83
32 32 1024 2 4 22141 30 30006 737.90
32 32 1024 2 5 24709 30 30005 823.49
32 32 1024 2 6 26873 30 30005 895.60
32 32 1024 2 7 27967 30 30005 932.07
32 32 1024 2 8 28106 30 30007 936.65
