# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 17 0 1 1 30 41470 0.02
32 32 17 0 2 2 30 43382 0.05
32 32 17 0 3 3 30 45633 0.07
32 32 17 0 4 4 30 47600 0.08
32 32 17 0 5 5 30 54998 0.09
32 32 17 0 6 6 30 58024 0.10
32 32 17 0 7 7 30 60866 0.12
32 32 17 0 8 8 30 62031 0.13
