# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 131072 2 1 140 30 30102 4.65
32 32 131072 2 2 262 30 30009 8.73
32 32 131072 2 3 363 30 30131 12.05
32 32 131072 2 4 420 30 30089 13.96
32 32 131072 2 5 449 30 30229 14.85
32 32 131072 2 6 464 30 30293 15.32
32 32 131072 2 7 474 30 30281 15.65
32 32 131072 2 8 480 30 30428 15.77
