# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 3 18 472
32 32 256 3 31 468
32 32 512 3 59 732
32 32 1024 3 109 1260
32 32 2048 3 218 2316
32 32 4096 3 461 4432
32 32 8192 3 901 8388
32 32 16384 3 1855 16572
32 32 32768 3 3824 32940
32 32 65535 3 7717 65680
32 32 131072 3 15908 131412
32 32 262144 3 31798 262360
32 32 524288 3 64231 524508
32 32 1048576 3 129742 1048816
32 32 2097152 3 261356 2097424
