# ERROR 32 32 0 1
32 32 200 1  1 655
32 32 400 1  2 1116
32 32 600 1  3 1502
32 32 800 1  4 1883
32 32 1000 1  5 2294
32 32 1200 1  6 2679
32 32 1400 1  7 3046
32 32 1600 1  9 3472
32 32 1800 1 10 3835
32 32 2000 1 11 4289
32 32 2200 1 12 4685
32 32 2400 1 13 5044
32 32 2600 1 14 5523
32 32 2800 1 15 5860
32 32 3000 1 17 6261
32 32 3200 1 18 6675
32 32 3400 1 19 7053
32 32 3600 1 20 7427
32 32 3800 1 21 7917
32 32 4000 1 23 8227
32 32 4200 1 31 8684
32 32 4400 1 27 9121
32 32 4600 1 26 9451
32 32 4800 1 27 9928
32 32 5000 1 28 10303
32 32 5200 1 30 10697
32 32 5400 1 31 11094
32 32 5600 1 36 11490
32 32 5800 1 37 11834
32 32 6000 1 38 12308
32 32 6200 1 40 12623
32 32 6400 1 41 13118
32 32 6600 1 42 13521
32 32 6800 1 44 13910
32 32 7000 1 45 14334
32 32 7200 1 46 14702
32 32 7400 1 47 15085
32 32 7600 1 49 15445
32 32 7800 1 50 15913
32 32 8000 1 51 16287
32 32 8200 1 53 16726
32 32 8400 1 54 17079
32 32 8600 1 55 17518
32 32 8800 1 57 17937
32 32 9000 1 58 18257
32 32 9200 1 60 18716
32 32 9400 1 61 19068
32 32 9600 1 62 19522
32 32 9800 1 64 19875
32 32 10000 1 65 20316
