# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 2  0 1
32 32 5 2  1 1144
32 32 6 2  2 1380
32 32 7 2  3 1908
32 32 8 2  7 2940
32 32 9 2 16 5072
32 32 10 2 41 9028
32 32 11 2 89 17216
32 32 12 2 161 33620
32 32 13 2 303 66248
32 32 14 2 619 131812
32 32 15 2 1234 262984
32 32 16 2 2483 525088
32 32 17 2 4991 1049400
32 32 18 2 10045 2098068
