# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 4  1 1360
32 32 256 4  2 1504
32 32 512 4  3 1768
32 32 1024 4  6 2308
32 32 2048 4 13 3332
32 32 4096 4 26 5456
32 32 8192 4 54 9404
32 32 16384 4 112 17620
32 32 32768 4 229 33980
32 32 65535 4 463 66568
32 32 131072 4 938 132320
32 32 262144 4 1889 263352
32 32 524288 4 3813 525540
32 32 1048576 4 7682 1049768
32 32 2097152 4 15398 2098356
