# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 2  0 1
32 32 5 2  1 1048
32 32 6 2  2 1380
32 32 7 2  3 1908
32 32 8 2  7 2940
32 32 9 2 15 4816
32 32 10 2 39 8964
32 32 11 2 80 17160
32 32 12 2 165 33540
32 32 13 2 338 66320
32 32 14 2 688 131792
32 32 15 2 1387 263004
32 32 16 2 2791 525152
32 32 17 2 5604 1049396
32 32 18 2 11267 2098064
