# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 21 1 1 60 60 60495 0.99
32 32 21 1 2 120 60 60782 1.97
32 32 21 1 3 179 60 60672 2.95
32 32 21 1 4 233 60 61032 3.82
32 32 21 1 5 297 60 60908 4.88
32 32 21 1 6 345 60 60916 5.66
32 32 21 1 7 406 60 60760 6.68
32 32 21 1 8 468 60 60899 7.68
