# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 0 0  0 240
32 32 0 10000 18 240
32 32 0 20000 33 244
32 32 0 30000 47 240
32 32 0 40000 62 244
32 32 0 50000 75 244
32 32 0 60000 89 244
32 32 0 70000 106 244
32 32 0 80000 118 240
32 32 0 90000 136 244
32 32 0 100000 149 244
32 32 0 110000 162 244
32 32 0 120000 177 244
32 32 0 130000 191 244
32 32 0 140000 206 244
32 32 0 150000 221 244
32 32 0 160000 236 244
32 32 0 170000 250 244
32 32 0 180000 266 244
32 32 0 190000 278 244
32 32 0 200000 296 240
32 32 0 210000 308 240
32 32 0 220000 322 244
32 32 0 230000 339 244
32 32 0 240000 350 244
32 32 0 250000 366 244
32 32 0 260000 379 244
32 32 0 270000 394 244
32 32 0 280000 410 240
32 32 0 290000 427 244
32 32 0 300000 440 244
