# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 10 0 10 8180
32 32 10 10 49 8180
32 32 10 20 87 8180
32 32 10 30 128 8176
32 32 10 40 170 8180
32 32 10 50 209 8176
32 32 10 60 255 8176
32 32 10 70 292 8176
32 32 10 80 335 8180
32 32 10 90 374 8176
32 32 10 100 416 8180
32 32 10 110 457 8176
32 32 10 120 501 8176
32 32 10 130 542 8180
32 32 10 140 582 8180
32 32 10 150 625 8176
32 32 10 160 664 8180
32 32 10 170 705 8180
32 32 10 180 749 8180
32 32 10 190 789 8176
32 32 10 200 830 8176
32 32 10 210 872 8180
32 32 10 220 913 8180
32 32 10 230 956 8180
32 32 10 240 996 8180
32 32 10 250 1038 8176
32 32 10 260 1079 8180
32 32 10 270 1120 8180
32 32 10 280 1162 8176
32 32 10 290 1204 8180
32 32 10 300 1248 8176
