# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 500 0 44 732
32 32 500 10 133 732
32 32 500 20 256 736
32 32 500 30 358 736
32 32 500 40 467 736
32 32 500 50 581 732
32 32 500 60 693 736
32 32 500 70 803 732
32 32 500 80 918 736
32 32 500 90 1028 736
32 32 500 100 1140 736
32 32 500 110 1252 736
32 32 500 120 1363 736
32 32 500 130 1474 736
32 32 500 140 1587 732
32 32 500 150 1700 736
32 32 500 160 1818 736
32 32 500 170 1924 732
32 32 500 180 2053 736
32 32 500 190 2149 732
32 32 500 200 2263 736
32 32 500 210 2368 732
32 32 500 220 2588 732
32 32 500 230 2705 736
32 32 500 240 2707 736
32 32 500 250 2943 736
32 32 500 260 2931 732
