# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 500 0  2 732
32 32 500 10 11 736
32 32 500 20 20 732
32 32 500 30 27 732
32 32 500 40 33 732
32 32 500 50 43 736
32 32 500 60 51 732
32 32 500 70 67 736
32 32 500 80 65 732
32 32 500 90 74 736
32 32 500 100 81 736
32 32 500 110 91 732
32 32 500 120 96 732
32 32 500 130 106 732
32 32 500 140 113 732
32 32 500 150 120 736
32 32 500 160 131 736
32 32 500 170 136 732
32 32 500 180 144 732
32 32 500 190 154 736
32 32 500 200 160 732
32 32 500 210 170 732
32 32 500 220 176 736
32 32 500 230 185 736
32 32 500 240 193 732
32 32 500 250 201 736
