# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 683 1 1 1400 30 30013 46.65
32 32 683 1 2 2181 30 30022 72.65
32 32 683 1 3 2187 30 30020 72.85
32 32 683 1 4 2208 30 30037 73.51
32 32 683 1 5 2209 30 30029 73.56
32 32 683 1 6 2195 30 30049 73.05
32 32 683 1 7 2198 30 30031 73.19
32 32 683 1 8 2199 30 30050 73.18
