# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 11 0 1 78 30 30228 2.58
32 32 11 0 2 136 30 30071 4.52
32 32 11 0 3 179 30 30304 5.91
32 32 11 0 4 222 30 30375 7.31
32 32 11 0 5 222 30 30357 7.31
32 32 11 0 6 224 30 30587 7.32
32 32 11 0 7 222 30 30371 7.31
32 32 11 0 8 224 30 30551 7.33
