# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 11 3  1 852
32 32 12 3  2 992
32 32 13 3  3 1392
32 32 14 3  6 1784
32 32 15 3 11 2896
32 32 16 3 25 5104
32 32 17 3 43 8980
32 32 18 3 87 17240
32 32 19 3 180 33596
32 32 20 3 353 66268
32 32 21 3 728 131940
32 32 22 3 1513 262848
32 32 23 3 3031 524940
32 32 24 3 6272 1049332
32 32 25 3 13810 2097936
