# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 6  1 1472
32 32 5 6  2 1472
32 32 6 6  3 1472
32 32 7 6  7 1472
32 32 8 6 13 2560
32 32 9 6 26 2624
32 32 10 6 53 6848
32 32 11 6 111 14080
32 32 12 6 232 30976
32 32 13 6 508 64768
32 32 14 6 1043 132608
32 32 15 6 2168 263680
32 32 16 6 4445 525824
32 32 17 6 9029 1050112
32 32 18 6 18247 2098688
