# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 0 0  0 1
32 32 1 0  0 1
32 32 2 0  0 1
32 32 3 0  0 1
32 32 4 0  0 1
32 32 5 0  0 1036
32 32 6 0  1 1300
32 32 7 0  1 1912
32 32 8 0  2 2820
32 32 9 0  6 4816
32 32 10 0 13 8892
32 32 11 0 26 17212
32 32 12 0 55 33512
32 32 13 0 111 66176
32 32 14 0 225 131652
32 32 15 0 451 263000
32 32 16 0 905 525164
32 32 17 0 1837 1049472
