# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 16384 2 1 4 10 10638 0.38
32 32 16384 2 2 8 10 10653 0.75
32 32 16384 2 3 12 10 10731 1.12
32 32 16384 2 4 16 10 10822 1.48
32 32 16384 2 5 20 10 10812 1.85
32 32 16384 2 6 24 10 10866 2.21
32 32 16384 2 7 28 10 10903 2.57
32 32 16384 2 8 32 10 10951 2.92
32 32 16384 2 9 36 10 11002 3.27
32 32 16384 2 10 40 10 11124 3.60
32 32 16384 2 11 44 10 11100 3.96
32 32 16384 2 12 47 10 12082 3.89
32 32 16384 2 13 49 10 11802 4.15
32 32 16384 2 14 55 10 12702 4.33
32 32 16384 2 15 60 10 12194 4.92
32 32 16384 2 16 64 10 12294 5.21
32 32 16384 2 17 68 10 12445 5.46
32 32 16384 2 18 71 10 12360 5.74
32 32 16384 2 19 76 10 12779 5.95
32 32 16384 2 20 68 10 12593 5.40
32 32 16384 2 21 74 10 12704 5.83
32 32 16384 2 22 74 10 16209 4.57
32 32 16384 2 23 78 10 12705 6.14
32 32 16384 2 24 81 10 12659 6.40
32 32 16384 2 25 85 10 12943 6.57
32 32 16384 2 26 86 10 12315 6.98
32 32 16384 2 27 91 10 12776 7.12
32 32 16384 2 28 89 10 12125 7.34
32 32 16384 2 29 94 10 13011 7.22
32 32 16384 2 30 99 10 12822 7.72
32 32 16384 2 31 102 10 14064 7.25
32 32 16384 2 32 100 10 13040 7.67
32 32 16384 2 33 101 10 13029 7.75
32 32 16384 2 34 98 10 13139 7.46
32 32 16384 2 35 110 10 13545 8.12
32 32 16384 2 36 102 10 12851 7.94
32 32 16384 2 37 113 10 13263 8.52
32 32 16384 2 38 107 10 13202 8.10
32 32 16384 2 39 106 10 12971 8.17
32 32 16384 2 40 108 10 13085 8.25
32 32 16384 2 41 109 10 13169 8.28
32 32 16384 2 42 112 10 13443 8.33
32 32 16384 2 43 111 10 14348 7.74
32 32 16384 2 44 110 10 13230 8.31
32 32 16384 2 45 116 10 14557 7.97
32 32 16384 2 46 113 10 14529 7.78
32 32 16384 2 47 116 10 13690 8.47
32 32 16384 2 48 118 10 13522 8.73
32 32 16384 2 49 121 10 16929 7.15
32 32 16384 2 50 122 10 13582 8.98
32 32 16384 2 51 123 10 15815 7.78
32 32 16384 2 52 124 10 13521 9.17
32 32 16384 2 53 126 10 13764 9.15
32 32 16384 2 54 129 10 13737 9.39
32 32 16384 2 55 129 10 15357 8.40
32 32 16384 2 56 134 10 13851 9.67
32 32 16384 2 57 132 10 14485 9.11
32 32 16384 2 58 134 10 17214 7.78
32 32 16384 2 59 140 10 20517 6.82
32 32 16384 2 60 142 10 17237 8.24
32 32 16384 2 61 141 10 13837 10.19
32 32 16384 2 62 147 10 15425 9.53
32 32 16384 2 63 137 10 18368 7.46
32 32 16384 2 64 151 10 17166 8.80
32 32 16384 2 65 144 10 17690 8.14
32 32 16384 2 66 146 10 17820 8.19
32 32 16384 2 67 150 10 16011 9.37
32 32 16384 2 68 147 10 16393 8.97
32 32 16384 2 69 146 10 19869 7.35
32 32 16384 2 70 147 10 19520 7.53
32 32 16384 2 71 147 10 15399 9.55
32 32 16384 2 72 147 10 16761 8.77
32 32 16384 2 73 145 10 16144 8.98
32 32 16384 2 74 140 10 16051 8.72
32 32 16384 2 75 154 10 15823 9.73
32 32 16384 2 76 142 10 16047 8.85
32 32 16384 2 77 151 10 16442 9.18
32 32 16384 2 78 148 10 16377 9.04
32 32 16384 2 79 149 10 16766 8.89
32 32 16384 2 80 147 10 15095 9.74
32 32 16384 2 81 149 10 15503 9.61
32 32 16384 2 82 156 10 17941 8.70
32 32 16384 2 83 159 10 18023 8.82
32 32 16384 2 84 143 10 16725 8.55
32 32 16384 2 85 146 10 18770 7.78
32 32 16384 2 86 161 10 15508 10.38
32 32 16384 2 87 156 10 16625 9.38
32 32 16384 2 88 157 10 14582 10.77
32 32 16384 2 89 160 10 17958 8.91
32 32 16384 2 90 152 10 14738 10.31
32 32 16384 2 91 159 10 17003 9.35
32 32 16384 2 92 160 10 16189 9.88
32 32 16384 2 93 156 10 15817 9.86
32 32 16384 2 94 156 10 15519 10.05
32 32 16384 2 95 157 10 16379 9.59
32 32 16384 2 96 158 10 15304 10.32
32 32 16384 2 97 163 10 15690 10.39
32 32 16384 2 98 164 10 15532 10.56
32 32 16384 2 99 161 10 18580 8.67
32 32 16384 2 100 167 10 16696 10.00
32 32 16384 2 101 155 10 16467 9.41
32 32 16384 2 102 172 10 17370 9.90
32 32 16384 2 103 175 10 16255 10.77
32 32 16384 2 104 170 10 15861 10.72
32 32 16384 2 105 174 10 16382 10.62
32 32 16384 2 106 173 10 16200 10.68
32 32 16384 2 107 177 10 18010 9.83
32 32 16384 2 108 177 10 16848 10.51
32 32 16384 2 109 170 10 16020 10.61
32 32 16384 2 110 179 10 16755 10.68
32 32 16384 2 111 166 10 16095 10.31
32 32 16384 2 112 157 10 15359 10.22
32 32 16384 2 113 173 10 16488 10.49
32 32 16384 2 114 183 10 17554 10.43
32 32 16384 2 115 179 10 17625 10.16
32 32 16384 2 116 181 10 16432 11.02
32 32 16384 2 117 173 10 16832 10.28
32 32 16384 2 118 173 10 16877 10.25
32 32 16384 2 119 171 10 18275 9.36
32 32 16384 2 120 173 10 17075 10.13
32 32 16384 2 121 165 10 15583 10.59
32 32 16384 2 122 159 10 15691 10.13
32 32 16384 2 123 165 10 17427 9.47
32 32 16384 2 124 163 10 17504 9.31
32 32 16384 2 125 164 10 17324 9.47
32 32 16384 2 126 166 10 15630 10.62
32 32 16384 2 127 173 10 17192 10.06
32 32 16384 2 128 176 10 15926 11.05
32 32 16384 2 129 164 10 15199 10.79
32 32 16384 2 130 164 10 15280 10.73
32 32 16384 2 131 169 10 15514 10.89
32 32 16384 2 132 168 10 16317 10.30
32 32 16384 2 133 158 10 14724 10.73
32 32 16384 2 134 179 10 16049 11.15
32 32 16384 2 135 171 10 16280 10.50
32 32 16384 2 136 166 10 15519 10.70
32 32 16384 2 137 160 10 14695 10.89
32 32 16384 2 138 156 10 14363 10.86
32 32 16384 2 139 166 10 17054 9.73
32 32 16384 2 140 153 10 14863 10.29
32 32 16384 2 141 152 10 13932 10.91
32 32 16384 2 142 155 10 14561 10.64
32 32 16384 2 143 157 10 14903 10.53
32 32 16384 2 144 157 10 14057 11.17
32 32 16384 2 145 150 10 15061 9.96
