# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 11 0 1 127 10 10029 12.66
32 32 11 0 2 440 10 10028 43.88
32 32 11 0 3 652 10 10005 65.17
32 32 11 0 4 871 10 10003 87.07
32 32 11 0 5 1091 10 10037 108.69
32 32 11 0 6 1302 10 10044 129.63
32 32 11 0 7 1513 10 10033 150.80
32 32 11 0 8 1720 10 10042 171.29
32 32 11 0 9 1910 10 10037 190.29
32 32 11 0 10 2117 10 10030 211.06
32 32 11 0 11 2279 10 10043 226.93
32 32 11 0 12 2389 10 10042 237.89
32 32 11 0 13 2636 10 10039 262.57
32 32 11 0 14 2796 10 10031 278.72
32 32 11 0 15 2933 10 10025 292.58
32 32 11 0 16 3097 10 10043 308.36
32 32 11 0 17 3319 10 10041 330.53
32 32 11 0 18 3435 10 10070 341.10
32 32 11 0 19 3574 10 10044 355.84
32 32 11 0 20 3727 10 10046 371.01
32 32 11 0 21 3740 10 10045 372.31
32 32 11 0 22 3902 10 10056 388.01
32 32 11 0 23 4075 10 10049 405.53
32 32 11 0 24 4009 10 10055 398.71
32 32 11 0 25 4301 10 10063 427.40
32 32 11 0 26 4166 10 10045 414.74
32 32 11 0 27 4147 10 10060 412.22
32 32 11 0 28 4383 10 10060 435.69
32 32 11 0 29 4523 10 10056 449.79
32 32 11 0 30 4491 10 10059 446.47
32 32 11 0 31 4742 10 10058 471.46
32 32 11 0 32 4869 10 10134 480.45
32 32 11 0 33 4942 10 10052 491.63
32 32 11 0 34 4906 10 10053 488.00
32 32 11 0 35 4693 10 10142 462.72
32 32 11 0 36 4997 10 10061 496.68
32 32 11 0 37 4991 10 10058 496.24
32 32 11 0 38 5193 10 10174 510.43
32 32 11 0 39 5160 10 10140 508.87
32 32 11 0 40 5319 10 10083 527.50
32 32 11 0 41 5073 10 10058 504.39
32 32 11 0 42 5373 10 10072 533.47
32 32 11 0 43 5679 10 10050 565.06
32 32 11 0 44 5398 10 10119 533.46
32 32 11 0 45 5622 10 10065 558.55
32 32 11 0 46 5615 10 10060 558.13
32 32 11 0 47 5752 10 10064 571.53
32 32 11 0 48 5567 10 10073 552.65
32 32 11 0 49 5677 10 10067 563.92
32 32 11 0 50 5902 10 10133 582.43
32 32 11 0 51 5810 10 10082 576.28
32 32 11 0 52 6194 10 10079 614.56
32 32 11 0 53 5850 10 10103 579.03
32 32 11 0 54 6242 10 10111 617.32
32 32 11 0 55 6210 10 10074 616.43
32 32 11 0 56 6033 10 10095 597.62
32 32 11 0 57 6245 10 10076 619.79
32 32 11 0 58 6331 10 10084 627.81
32 32 11 0 59 6431 10 10114 635.86
32 32 11 0 60 6243 10 10151 615.01
32 32 11 0 61 6564 10 10098 650.04
32 32 11 0 62 6528 10 10101 646.27
32 32 11 0 63 6460 10 10082 640.76
32 32 11 0 64 6557 10 10121 647.84
32 32 11 0 65 6683 10 10093 662.15
32 32 11 0 66 6725 10 10128 663.97
32 32 11 0 67 6865 10 10078 681.20
32 32 11 0 68 6792 10 10123 670.96
32 32 11 0 69 6807 10 10099 674.02
32 32 11 0 70 6843 10 10091 678.12
32 32 11 0 71 6756 10 10107 668.42
32 32 11 0 72 6904 10 10141 680.80
32 32 11 0 73 6939 10 10118 685.79
32 32 11 0 74 6952 10 10113 687.46
32 32 11 0 75 7012 10 10118 692.99
32 32 11 0 76 7088 10 10132 699.59
32 32 11 0 77 7037 10 10105 696.37
32 32 11 0 78 7106 10 10150 700.10
32 32 11 0 79 7174 10 10108 709.75
32 32 11 0 80 7251 10 10088 718.80
32 32 11 0 81 7238 10 10092 717.21
32 32 11 0 82 7176 10 10160 706.32
32 32 11 0 83 7244 10 10113 716.33
32 32 11 0 84 7317 10 10119 723.07
32 32 11 0 85 7440 10 10122 735.03
32 32 11 0 86 7364 10 10126 727.27
32 32 11 0 87 7348 10 10097 727.73
32 32 11 0 88 7540 10 10130 744.35
32 32 11 0 89 7390 10 10137 729.02
32 32 11 0 90 7434 10 10096 736.30
32 32 11 0 91 7470 10 10098 739.78
32 32 11 0 92 7497 10 10115 741.15
32 32 11 0 93 7596 10 10147 748.57
32 32 11 0 94 7523 10 10137 742.14
32 32 11 0 95 7490 10 10106 741.17
32 32 11 0 96 7571 10 10141 746.55
32 32 11 0 97 7571 10 10116 748.42
32 32 11 0 98 7559 10 10133 746.01
32 32 11 0 99 7598 10 10115 751.18
32 32 11 0 100 7606 10 10100 753.10
32 32 11 0 101 7595 10 10157 747.73
32 32 11 0 102 7578 10 10119 748.90
32 32 11 0 103 7528 10 10105 744.99
