# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 0 0  1 44
32 32 1 0  1 44
32 32 2 0  1 44
32 32 3 0  0 44
32 32 4 0  1 44
32 32 5 0  0 44
32 32 6 0  0 44
32 32 7 0  0 44
32 32 8 0  0 44
32 32 9 0  1 44
32 32 10 0  1 44
32 32 20 0  0 56
32 32 30 0  0 64
32 32 40 0  0 76
32 32 50 0  1 84
32 32 60 0  1 96
32 32 70 0  1 104
32 32 80 0  1 116
32 32 90 0  1 124
32 32 100 0  1 136
32 32 200 0  1 252
32 32 300 0  1 340
32 32 400 0  2 440
32 32 500 0  2 540
32 32 600 0  2 640
32 32 700 0  2 740
32 32 800 0  3 840
32 32 900 0  3 940
32 32 1000 0  3 1040
32 32 1500 0  5 1540
32 32 2000 0  6 2040
32 32 2500 0  7 2540
32 32 3000 0  9 3040
32 32 3500 0 10 3540
32 32 4000 0  9 4040
32 32 4500 0  8 4540
32 32 5000 0 11 5040
32 32 5500 0  9 5540
32 32 6000 0 11 6040
32 32 6500 0 12 6540
32 32 7000 0 12 7040
32 32 7500 0 12 7540
32 32 8000 0 12 8040
32 32 8500 0 12 8540
32 32 9000 0 14 9040
32 32 9500 0 15 9540
32 32 10000 0 17 10040
32 32 15000 0 24 15040
32 32 20000 0 30 20040
32 32 25000 0 39 25040
32 32 30000 0 45 30040
32 32 35000 0 58 35040
32 32 40000 0 63 40040
32 32 45000 0 72 45040
32 32 50000 0 79 50040
32 32 55000 0 91 55040
32 32 60000 0 93 60040
32 32 65000 0 104 65040
32 32 70000 0 123 70040
32 32 75000 0 122 75040
32 32 80000 0 130 80040
32 32 85000 0 145 85040
32 32 90000 0 147 90040
32 32 95000 0 152 95040
32 32 100000 0 161 100040
32 32 100000 0 163 100040
32 32 150000 0 245 150040
32 32 200000 0 324 200040
32 32 250000 0 412 250040
32 32 300000 0 503 300040
32 32 350000 0 589 350040
32 32 400000 0 663 400040
32 32 450000 0 750 450040
32 32 500000 0 839 500040
32 32 550000 0 929 550040
32 32 600000 0 998 600040
32 32 650000 0 1093 650040
32 32 700000 0 1195 700040
32 32 750000 0 1276 750040
32 32 800000 0 1340 800040
32 32 850000 0 1423 850040
32 32 900000 0 1533 900040
32 32 950000 0 1617 950040
32 32 1000000 0 1684 1000040
