# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 0  3 1420
32 32 5 0  6 1464
32 32 6 0 12 1648
32 32 7 0 24 2188
32 32 8 0 48 3316
32 32 9 0 97 5424
32 32 10 0 194 9452
32 32 11 0 388 17488
32 32 12 0 784 33868
32 32 13 0 1562 66684
32 32 14 0 3126 132416
32 32 15 0 6253 263360
32 32 16 0 12512 525424
32 32 17 0 25043 1049808
32 32 18 0 50069 2098420
