# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 128 2  1 256
32 32 256 2  1 1672
32 32 512 2  1 1688
32 32 1024 2  2 1728
32 32 2048 2  3 2180
32 32 4096 2  7 4228
32 32 8192 2 14 8324
32 32 16384 2 30 16452
32 32 32768 2 64 32836
32 32 65535 2 129 65660
32 32 131072 2 267 131204
32 32 262144 2 542 262276
32 32 524288 2 1100 524420
32 32 1048576 2 2226 1048708
32 32 2097152 2 4540 2097220
