# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 3  1 1204
32 32 5 3  1 1196
32 32 6 3  2 1444
32 32 7 3  5 1984
32 32 8 3  9 2984
32 32 9 3 19 5176
32 32 10 3 38 9120
32 32 11 3 78 17392
32 32 12 3 159 33744
32 32 13 3 322 66476
32 32 14 3 650 131952
32 32 15 3 1307 263236
32 32 16 3 2643 525092
32 32 17 3 5327 1049384
32 32 18 3 10794 2098048
