# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 4 1  0 1
32 32 5 1  1 1344
32 32 6 1  1 1344
32 32 7 1  3 1344
32 32 8 1  6 2816
32 32 9 1 11 2816
32 32 10 1 23 7040
32 32 11 1 49 15488
32 32 12 1 103 32384
32 32 13 1 223 66176
32 32 14 1 467 129536
32 32 15 1 930 260480
32 32 16 1 1893 525632
32 32 17 1 3828 1049984
32 32 18 1 7751 2098560
