# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 11 2  1 1
32 32 12 2  2 1344
32 32 13 2  4 1344
32 32 14 2  9 1344
32 32 15 2 18 2752
32 32 16 2 35 2752
32 32 17 2 74 6976
32 32 18 2 160 15424
32 32 19 2 331 32320
32 32 20 2 666 66112
32 32 21 2 1352 132608
32 32 22 2 2738 263680
32 32 23 2 5568 525696
32 32 24 2 11050 1049984
32 32 25 2 22150 2098560
