# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 5 5  0 1
32 32 11 5  1 1060
32 32 21 5  1 1328
32 32 43 5  5 1852
32 32 85 5  9 2908
32 32 171 5 11 5016
32 32 341 5 32 9096
32 32 683 5 42 17152
32 32 1365 5 67 33592
32 32 2731 5 140 66260
32 32 5461 5 282 131968
32 32 10923 5 565 262912
32 32 21845 5 1130 525360
32 32 43691 5 2265 1049688
32 32 87381 5 4536 2098624
