# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 11 4  9 276
32 32 12 4 17 476
32 32 13 4 33 1008
32 32 14 4 69 1800
32 32 15 4 147 3120
32 32 16 4 297 6284
32 32 17 4 648 12356
32 32 18 4 1377 24768
32 32 19 4 2949 49316
32 32 20 4 6182 98424
32 32 21 4 13048 196684
32 32 22 4 28128 393364
32 32 23 4 57472 786460
32 32 24 4 124234 1572916
32 32 25 4 257525 3145828
