# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 11 0 1 1306 30 30023 43.50
32 32 11 0 2 2412 30 30010 80.37
32 32 11 0 3 3027 30 30006 100.88
32 32 11 0 4 3430 30 30027 114.23
32 32 11 0 5 3584 30 30023 119.37
32 32 11 0 6 3642 30 30042 121.23
32 32 11 0 7 3655 30 30021 121.75
32 32 11 0 8 3657 30 30048 121.71
