# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 0 0  0 132
32 32 1 0  0 132
32 32 2 0  0 132
32 32 3 0  0 128
32 32 4 0  0 132
32 32 5 0  0 136
32 32 6 0  0 132
32 32 7 0  0 136
32 32 8 0  0 132
32 32 9 0  0 132
32 32 10 0  0 132
32 32 20 0  0 144
32 32 30 0  0 152
32 32 40 0  0 164
32 32 50 0  0 172
32 32 60 0  0 184
32 32 70 0  0 192
32 32 80 0  0 200
32 32 90 0  0 212
32 32 100 0  0 160
32 32 200 0  0 1724
32 32 300 0  0 1696
32 32 400 0  0 1740
32 32 500 0  1 1772
32 32 600 0  1 1676
32 32 700 0  1 1772
32 32 800 0  1 1728
32 32 900 0  1 1684
32 32 1000 0  1 1728
32 32 1500 0  1 1740
32 32 2000 0  2 2128
32 32 2500 0  2 2628
32 32 3000 0  2 3128
32 32 3500 0  2 3628
32 32 4000 0  3 4064
32 32 4500 0  3 4564
32 32 5000 0  4 5128
32 32 5500 0  4 5628
32 32 6000 0  4 6128
32 32 6500 0  4 6564
32 32 7000 0  4 7128
32 32 7500 0  5 7628
32 32 8000 0  5 8128
32 32 8500 0  6 8628
32 32 9000 0  6 9128
32 32 9500 0  6 9628
32 32 10000 0  7 10064
32 32 15000 0 10 15128
32 32 20000 0 14 20128
32 32 25000 0 16 25128
32 32 30000 0 20 30132
32 32 35000 0 26 35064
32 32 40000 0 30 40128
32 32 45000 0 34 45124
32 32 50000 0 38 50128
32 32 55000 0 41 55124
32 32 60000 0 45 60128
32 32 65000 0 50 65128
32 32 70000 0 53 70064
32 32 75000 0 57 75064
32 32 80000 0 61 80124
32 32 85000 0 65 85128
32 32 90000 0 69 90128
32 32 95000 0 73 95128
32 32 100000 0 77 100064
32 32 100000 0 77 100124
32 32 150000 0 118 150128
32 32 200000 0 158 200064
32 32 250000 0 197 250128
32 32 300000 0 237 300064
32 32 350000 0 279 350128
32 32 400000 0 320 400132
32 32 450000 0 361 450128
32 32 500000 0 398 500064
32 32 550000 0 442 550128
32 32 600000 0 483 600064
32 32 650000 0 523 650128
32 32 700000 0 563 700128
32 32 750000 0 605 750064
32 32 800000 0 647 800064
32 32 850000 0 686 850128
32 32 900000 0 729 900064
32 32 950000 0 768 950128
32 32 1000000 0 811 1000064
