# in_len out_len m_cost t_cost time[ms] memory[kB]
32 32 0 0  0 128
32 32 1 0  0 128
32 32 2 0  0 128
32 32 3 0  0 128
32 32 4 0  0 128
32 32 5 0  0 128
32 32 6 0  0 128
32 32 7 0  0 128
32 32 8 0  0 132
32 32 9 0  0 68
32 32 10 0  0 132
32 32 20 0  0 144
32 32 30 0  0 152
32 32 40 0  0 100
32 32 50 0  0 180
32 32 60 0  1 204
32 32 70 0  1 208
32 32 80 0  1 156
32 32 90 0  1 228
32 32 100 0  1 240
32 32 200 0  1 1888
32 32 300 0  2 1816
32 32 400 0  3 1892
32 32 500 0  3 1876
32 32 600 0  4 1876
32 32 700 0  5 1876
32 32 800 0  5 1864
32 32 900 0  6 1860
32 32 1000 0  6 1848
32 32 1500 0  9 1864
32 32 2000 0 12 2144
32 32 2500 0 16 2640
32 32 3000 0 19 3080
32 32 3500 0 24 3580
32 32 4000 0 29 4080
32 32 4500 0 35 4644
32 32 5000 0 41 5148
32 32 5500 0 47 5660
32 32 6000 0 57 6144
32 32 6500 0 66 6644
32 32 7000 0 73 7144
32 32 7500 0 82 7580
32 32 8000 0 91 8144
32 32 8500 0 99 8580
32 32 9000 0 108 9080
32 32 9500 0 115 9644
32 32 10000 0 123 10144
32 32 15000 0 202 15164
32 32 20000 0 281 20144
32 32 25000 0 362 25144
32 32 30000 0 445 30144
32 32 35000 0 525 35144
32 32 40000 0 606 40144
32 32 45000 0 687 45080
32 32 50000 0 770 50144
32 32 55000 0 853 55144
32 32 60000 0 936 60144
32 32 65000 0 1014 65144
32 32 70000 0 1107 70080
32 32 75000 0 1191 75140
32 32 80000 0 1278 80140
32 32 85000 0 1356 85144
32 32 90000 0 1444 90144
32 32 95000 0 1526 95156
32 32 100000 0 1604 100140
32 32 100000 0 1626 100144
32 32 150000 0 2443 150080
32 32 200000 0 3317 200140
32 32 250000 0 4169 250080
32 32 300000 0 5070 300080
32 32 350000 0 5949 350180
32 32 400000 0 6706 400144
32 32 450000 0 7722 450144
32 32 500000 0 8583 500080
32 32 550000 0 9355 550144
32 32 600000 0 10281 600080
32 32 650000 0 11360 650144
32 32 700000 0 12297 700144
32 32 750000 0 13602 750144
32 32 800000 0 14825 800140
32 32 850000 0 15808 850144
32 32 900000 0 16941 900080
32 32 950000 0 15971 950144
32 32 1000000 0 16972 1000088
