# in_len out_len m_cost t_cost time[ms] memory[kB]
# ERROR 32 32 14 0
32 32 14 5 17 1344
32 32 14 10 32 1344
32 32 14 15 46 1344
32 32 14 20 60 1344
32 32 14 25 74 1344
32 32 14 30 89 1344
32 32 14 35 103 1344
32 32 14 40 117 1344
32 32 14 45 131 1344
32 32 14 50 145 1344
32 32 14 55 160 1344
32 32 14 60 174 1344
32 32 14 65 188 1344
32 32 14 70 202 1344
32 32 14 75 217 1344
32 32 14 80 231 1344
32 32 14 85 245 1344
32 32 14 90 259 1344
32 32 14 95 274 1344
32 32 14 100 288 1344
