# in_len out_len mcost tcost threads hashes req_time[s] time[ms] hashes_second
32 32 1024 2 1 365 60 60108 6.07
32 32 1024 2 2 730 60 60140 12.14
32 32 1024 2 3 1092 60 60046 18.19
32 32 1024 2 4 1456 60 60077 24.24
32 32 1024 2 5 1824 60 60163 30.32
32 32 1024 2 6 2184 60 60124 36.32
32 32 1024 2 7 2547 60 60147 42.35
32 32 1024 2 8 2909 60 60158 48.36
